timestamp,cash,positions_value,equity
2026-01-29T23:24:18.891276+00:00,100000.0,0.0,100000.0
2026-01-29T23:24:22.110266+00:00,100000.0,0.0,100000.0
2026-01-29T23:24:25.324657+00:00,100000.0,0.0,100000.0
